,train_acc,test_acc,p_norm
0,0.9949238300323486,0.7797771096229553,0.010661651380360126
1,0.9695430994033813,0.7916879653930664,0.010833244770765305
2,0.9593908190727234,0.7736295461654663,0.010679823346436024
3,0.9746192693710327,0.7618467807769775,0.010711783543229103
4,0.9644669890403748,0.7939292788505554,0.010525176301598549
5,0.9949238300323486,0.8000767827033997,0.01048937626183033
6,1.0,0.7938011884689331,0.010565419681370258
7,0.9949238300323486,0.7863088846206665,0.01052017044275999
8,0.9949238300323486,0.7947617173194885,0.01046852208673954
9,0.9949238300323486,0.7861807942390442,0.010536153800785542
